TRANSACTION_ID,PORTFOLIO_ID,ASSET_ID,TRADE_DATE,TRANSACTION_TYPE,QUANTITY,PRICE,FEES,CURRENCY,CREATED_AT
9000047,20005,30011,2025-09-26,BUY,42.32473,134.445083,2.015801,USD,2025-09-26 09:52:53
9000048,20006,30003,2025-06-10,SELL,9.433729,762.67359,0.579577,USD,2025-06-10 13:07:57
9000049,20012,30026,2025-06-02,BUY,77.97719,72.060534,0.0,USD,2025-06-02 12:12:27
9000050,20013,30013,2025-03-04,BUY,46.911847,121.689492,1.454225,USD,2025-03-04 17:01:09
9000051,20008,30030,2025-09-16,BUY,0.468785,2467.489662,1.238431,USD,2025-09-16 19:20:25
9000052,20009,30022,2025-11-28,SELL,33.770741,410.214666,1.866471,USD,2025-11-28 09:20:47
9000053,20007,30006,2025-08-02,SELL,61.750006,369.687812,0.780883,USD,2025-08-02 09:50:44
9000054,20013,30004,2025-11-01,BUY,66.678348,122.54965,0.812216,USD,2025-11-01 10:11:00
9000055,20006,30005,2025-08-27,SELL,34.222327,166.791656,1.41562,USD,2025-08-27 19:50:38
9000056,20006,30034,2025-11-07,BUY,5.459102,126.733983,2.436717,USD,2025-11-07 10:51:56
9000057,20006,30033,2025-12-18,BUY,0.570217,0.745851,0.0,USD,2025-12-18 16:04:33
9000058,20006,30002,2025-08-10,BUY,43.44381,399.6941,1.640224,USD,2025-08-10 15:54:15
9000059,20011,30016,2025-01-25,BUY,70.071091,128.00231,1.327446,USD,2025-01-25 18:50:18
9000060,20005,30005,2025-04-19,BUY,43.219457,154.147591,0.657952,USD,2025-04-19 18:45:33
9000061,20001,30014,2025-08-23,SELL,70.012711,120.66932,1.595948,USD,2025-08-23 09:34:51
9000062,20008,30022,2025-01-31,BUY,60.050204,370.56873,0.0,USD,2025-01-31 19:55:50
9000063,20007,30003,2025-05-08,SELL,32.375943,735.392852,1.205566,USD,2025-05-08 18:38:56
9000064,20001,30022,2025-05-23,BUY,54.649083,386.829565,1.637395,USD,2025-05-23 11:40:44
9000065,20002,30022,2025-02-20,BUY,30.923037,422.160487,1.498018,USD,2025-02-20 10:58:55
9000066,20011,30006,2025-09-03,SELL,68.214584,359.417297,0.0,USD,2025-09-03 16:54:08
9000067,20007,30003,2025-09-17,BUY,73.474253,786.234117,2.256615,USD,2025-09-17 17:01:14
9000068,20011,30008,2025-02-12,BUY,26.57066,117.532067,1.399419,USD,2025-02-12 11:19:32
9000069,20004,30012,2025-03-05,SELL,40.982213,121.701442,0.861426,USD,2025-03-05 11:32:05
9000070,20002,30010,2025-10-05,BUY,54.838715,131.458618,1.532176,USD,2025-10-05 09:08:10
9000071,20008,30035,2025-04-21,BUY,21.017396,106.97091,0.644116,USD,2025-04-21 09:39:21
9000072,20012,30029,2025-12-11,SELL,0.496828,42778.917796,1.446577,USD,2025-12-11 13:04:18
9000073,20011,30014,2025-03-20,BUY,65.511356,125.789818,0.0,USD,2025-03-20 11:37:32
9000074,20007,30015,2025-06-19,BUY,6.26291,120.660013,0.0,USD,2025-06-19 16:50:38
9000075,20003,30006,2025-05-31,BUY,14.17173,396.952445,0.991079,USD,2025-05-31 15:26:35
9000076,20013,30033,2025-11-02,BUY,0.527292,0.76619,1.281424,USD,2025-11-02 09:53:37
9000077,20013,30031,2025-11-16,SELL,0.480404,90.74674,0.700814,USD,2025-11-16 10:26:30
9000078,20003,30026,2025-11-12,BUY,34.464152,69.568628,0.523817,USD,2025-11-12 18:45:42
9000079,20012,30026,2025-06-07,BUY,58.361551,72.35665,0.387132,USD,2025-06-07 12:04:55
9000080,20005,30008,2025-05-24,BUY,34.506323,134.871122,1.941794,USD,2025-05-24 16:40:21
9000081,20011,30023,2025-10-01,BUY,47.710759,269.594751,0.588339,USD,2025-10-01 17:09:51
9000082,20009,30026,2025-11-04,BUY,28.361334,79.110244,1.051323,USD,2025-11-04 10:26:33
9000083,20011,30017,2025-05-25,BUY,14.934572,116.420734,0.0,USD,2025-05-25 16:32:48
9000084,20013,30022,2025-06-20,BUY,76.924555,378.61341,1.361669,USD,2025-06-20 09:19:53
9000085,20006,30028,2025-03-21,SELL,6.299042,48.840557,0.452219,USD,2025-03-21 11:31:29
9000086,20013,30029,2025-10-30,SELL,0.431295,48647.671393,1.49066,USD,2025-10-30 10:01:53
9000087,20012,30030,2025-07-02,SELL,0.054547,2489.187628,0.419939,USD,2025-07-02 11:45:33
9000088,20012,30033,2025-04-14,SELL,0.159794,0.664757,0.0,USD,2025-04-14 15:58:07
9000089,20006,30003,2025-03-09,SELL,20.210603,698.097643,1.497672,USD,2025-03-09 19:15:03
9000090,20004,30021,2025-08-28,BUY,59.136464,500.313775,0.498817,USD,2025-08-28 13:18:47
9000091,20013,30019,2025-02-22,SELL,50.35614,123.345579,1.703572,USD,2025-02-22 11:22:54
9000092,20012,30020,2025-10-05,BUY,69.024374,118.984774,1.876156,USD,2025-10-05 11:51:57
9000093,20006,30024,2025-04-08,SELL,64.188565,57.8991,0.745471,USD,2025-04-08 17:39:01
9000094,20013,30025,2026-01-11,BUY,11.449821,99.400525,2.297776,USD,2026-01-11 10:22:36
9000095,20011,30006,2025-06-12,BUY,6.306857,383.546886,0.951714,USD,2025-06-12 15:52:41
9000096,20006,30021,2025-02-13,SELL,48.440832,445.297753,1.687884,USD,2025-02-13 17:52:06
9000097,20010,30017,2025-07-26,BUY,48.649017,123.954919,0.571938,USD,2025-07-26 16:10:35
9000098,20001,30035,2025-11-23,BUY,36.896033,92.364604,1.129385,USD,2025-11-23 09:57:35
9000099,20004,30019,2025-09-01,SELL,38.464747,126.114269,0.112385,USD,2025-09-01 09:24:42
9000100,20008,30025,2025-02-25,BUY,64.78699,92.857019,0.538771,USD,2025-02-25 09:16:09
9000101,20009,30012,2025-12-01,SELL,60.963832,148.561187,1.586388,USD,2025-12-01 16:24:17
9000102,20009,30012,2025-06-09,SELL,4.48907,135.065812,0.732262,USD,2025-06-09 15:16:22
9000103,20010,30021,2025-04-13,SELL,77.713601,463.559733,0.972311,USD,2025-04-13 12:38:34
9000104,20002,30017,2025-01-31,BUY,7.079303,118.766034,0.78358,USD,2025-01-31 13:42:39
9000105,20010,30023,2026-01-16,BUY,53.270759,285.241539,1.101707,USD,2026-01-16 18:43:01
9000106,20007,30035,2025-07-06,SELL,4.431456,119.565254,0.879661,USD,2025-07-06 12:28:48
9000107,20013,30016,2025-09-10,SELL,34.287203,129.695782,0.389159,USD,2025-09-10 11:44:13
9000108,20008,30030,2025-12-07,SELL,0.5471,2795.876337,1.445642,USD,2025-12-07 17:14:48
9000109,20009,30024,2025-06-06,SELL,47.495784,56.822986,1.58208,USD,2025-06-06 10:24:06
9000110,20004,30004,2025-03-17,BUY,66.620759,160.230872,1.418114,USD,2025-03-17 18:42:33
9000111,20009,30026,2025-09-15,SELL,50.752456,81.711748,1.067582,USD,2025-09-15 12:57:48
9000112,20013,30035,2025-07-14,BUY,37.645709,102.322134,0.533843,USD,2025-07-14 17:08:03
9000113,20014,30034,2025-10-11,SELL,44.548656,99.03062,1.380449,USD,2025-10-11 13:10:58
9000114,20002,30024,2025-05-21,BUY,40.174183,61.996952,0.334521,USD,2025-05-21 14:36:59
9000115,20013,30028,2025-04-08,BUY,72.614584,47.951469,2.305502,USD,2025-04-08 16:26:12
9000116,20013,30033,2025-10-06,BUY,0.102831,0.685439,1.382746,USD,2025-10-06 17:12:42
9000117,20013,30025,2025-07-17,SELL,13.529803,112.277193,0.740774,USD,2025-07-17 15:30:17
9000118,20004,30002,2025-08-11,SELL,7.64376,391.573986,0.569487,USD,2025-08-11 19:48:40
9000119,20001,30031,2026-01-06,SELL,0.073119,119.313282,1.174569,USD,2026-01-06 10:27:59
9000120,20014,30029,2025-10-22,SELL,0.187569,55517.888903,1.135863,USD,2025-10-22 09:11:21
9000121,20001,30010,2025-07-29,BUY,47.957273,141.205953,0.55965,USD,2025-07-29 09:05:46
9000122,20003,30011,2025-03-16,BUY,75.599987,120.855309,0.142545,USD,2025-03-16 11:12:40
9000123,20007,30015,2025-10-29,SELL,22.587503,152.725229,1.455141,USD,2025-10-29 13:58:19
9000124,20006,30019,2025-10-01,BUY,16.828372,131.977202,1.602067,USD,2025-10-01 09:24:23
9000125,20012,30018,2025-10-15,BUY,17.092399,113.363942,2.138564,USD,2025-10-15 15:02:28
9000126,20012,30024,2025-11-29,SELL,1.097315,41.772781,0.061108,USD,2025-11-29 15:16:43
9000127,20004,30009,2025-07-02,BUY,26.748112,123.928926,0.0,USD,2025-07-02 09:07:20
9000128,20002,30030,2025-12-03,BUY,0.572063,3528.537691,1.519459,USD,2025-12-03 17:07:10
9000129,20006,30024,2025-02-27,BUY,56.494733,57.729815,0.845325,USD,2025-02-27 09:01:32
9000130,20001,30013,2025-04-04,BUY,45.835727,117.694332,0.80323,USD,2025-04-04 18:49:14
9000131,20002,30011,2025-11-30,SELL,57.015781,127.950399,1.275284,USD,2025-11-30 12:46:58
9000132,20007,30011,2025-04-11,BUY,38.991403,132.3194,1.324894,USD,2025-04-11 17:59:41
9000133,20014,30011,2025-01-29,BUY,63.386182,117.265076,0.982952,USD,2025-01-29 10:05:17
9000134,20003,30022,2025-02-23,SELL,16.763854,396.436721,1.084022,USD,2025-02-23 11:28:53
9000135,20001,30007,2025-12-15,BUY,67.853378,242.023472,1.969109,USD,2025-12-15 12:59:23
9000136,20002,30032,2025-05-02,BUY,0.52532,338.099469,2.24658,USD,2025-05-02 10:35:05
9000137,20007,30012,2025-05-28,SELL,11.393847,137.274565,1.345821,USD,2025-05-28 15:41:43
9000138,20014,30014,2025-01-19,BUY,20.531255,119.923151,1.82091,USD,2025-01-19 16:38:24
9000139,20004,30002,2025-09-05,BUY,21.392541,448.886302,0.093723,USD,2025-09-05 16:11:55
9000140,20004,30023,2025-11-16,BUY,27.14026,292.811365,1.696884,USD,2025-11-16 18:11:29
9000141,20009,30001,2025-05-30,BUY,14.196311,213.844633,1.592955,USD,2025-05-30 13:48:48
9000142,20008,30028,2025-08-12,BUY,78.948745,51.138033,1.030971,USD,2025-08-12 17:36:19
9000143,20010,30029,2025-01-18,BUY,0.196532,44854.710156,0.587866,USD,2025-01-18 18:19:52
9000144,20002,30024,2025-09-25,BUY,69.565545,59.158023,1.316774,USD,2025-09-25 16:46:42
9000145,20002,30023,2025-11-07,BUY,54.201162,238.105735,0.563362,USD,2025-11-07 13:46:21
9000146,20002,30001,2025-11-24,SELL,20.287636,244.978314,0.981244,USD,2025-11-24 18:07:46
9000147,20008,30012,2025-12-11,SELL,75.329153,137.721663,1.354158,USD,2025-12-11 17:25:27
9000148,20002,30006,2025-03-21,SELL,62.808453,379.485331,0.823334,USD,2025-03-21 17:10:03
9000149,20002,30004,2025-04-29,BUY,30.678108,167.042781,1.685715,USD,2025-04-29 13:14:00
9000150,20012,30007,2025-06-09,SELL,19.765986,203.015491,0.0,USD,2025-06-09 09:34:43
9000151,20006,30026,2025-10-11,BUY,37.616029,91.129896,1.687236,USD,2025-10-11 10:05:27
9000152,20005,30029,2025-06-20,BUY,0.155181,46134.634701,0.173024,USD,2025-06-20 12:14:42
9000153,20007,30006,2025-11-15,SELL,20.235101,416.522823,0.867772,USD,2025-11-15 10:13:03
9000154,20005,30027,2025-06-23,SELL,49.216369,184.247136,1.277787,USD,2025-06-23 10:01:48
9000155,20013,30004,2025-04-17,BUY,15.333629,160.665908,2.292639,USD,2025-04-17 16:48:41
9000156,20013,30020,2025-10-07,SELL,9.872043,134.026636,0.0,USD,2025-10-07 15:21:53
9000157,20005,30022,2025-08-25,BUY,33.471249,398.218201,0.129296,USD,2025-08-25 13:03:49
9000158,20008,30019,2025-04-27,BUY,50.284887,116.642252,1.195296,USD,2025-04-27 09:54:49
9000159,20005,30035,2025-05-05,SELL,2.158291,101.592259,1.857209,USD,2025-05-05 19:09:08
9000160,20014,30013,2025-09-28,BUY,54.391458,152.616847,0.0,USD,2025-09-28 18:53:38
9000161,20009,30011,2025-10-24,BUY,46.692566,130.524205,0.734611,USD,2025-10-24 16:36:32
9000162,20004,30003,2025-03-31,BUY,6.484484,691.188386,0.143242,USD,2025-03-31 09:59:01
9000163,20012,30005,2025-02-13,SELL,54.730423,142.616424,0.827444,USD,2025-02-13 14:05:01
9000164,20007,30002,2025-04-29,BUY,5.751245,391.013234,2.208784,USD,2025-04-29 18:35:04
9000165,20013,30029,2025-10-31,SELL,0.259387,44574.970898,0.0,USD,2025-10-31 15:27:50
9000166,20008,30005,2026-01-12,SELL,8.341402,158.467583,0.191374,USD,2026-01-12 14:17:07
9000167,20007,30032,2025-06-27,BUY,0.047234,308.248183,0.796436,USD,2025-06-27 10:40:20
9000168,20002,30027,2025-09-23,BUY,36.329001,183.451901,0.0,USD,2025-09-23 12:17:54
9000169,20006,30035,2025-06-09,SELL,46.599166,103.535635,1.057281,USD,2025-06-09 11:29:23
9000170,20010,30030,2025-05-31,BUY,0.200292,2637.407096,0.634319,USD,2025-05-31 11:01:26
9000171,20002,30035,2025-08-11,SELL,7.493709,116.985214,2.725414,USD,2025-08-11 14:45:51
9000172,20003,30035,2025-02-11,SELL,25.79927,100.119539,0.263814,USD,2025-02-11 12:44:59
9000173,20012,30032,2025-05-25,BUY,0.269312,305.99108,1.19831,USD,2025-05-25 19:01:59
9000174,20007,30019,2025-10-31,BUY,5.59494,117.200062,2.043508,USD,2025-10-31 19:49:30
9000175,20008,30015,2025-04-10,BUY,55.637826,116.901114,2.06482,USD,2025-04-10 16:16:36
9000176,20007,30029,2025-11-21,SELL,0.477335,57534.098175,1.511079,USD,2025-11-21 11:06:26
9000177,20012,30022,2025-01-31,BUY,20.63784,380.651898,0.83713,USD,2025-01-31 14:14:20
9000178,20010,30023,2025-11-27,BUY,66.909966,214.249129,1.723068,USD,2025-11-27 13:52:17
9000179,20005,30032,2025-06-30,BUY,0.304607,333.4611,0.519159,USD,2025-06-30 12:33:51
9000180,20012,30018,2025-09-06,SELL,31.999104,127.334657,1.224737,USD,2025-09-06 18:12:48
9000181,20009,30017,2025-05-17,BUY,21.118979,129.15035,0.93816,USD,2025-05-17 19:54:33
9000182,20008,30022,2025-08-05,BUY,70.714296,427.359267,1.683304,USD,2025-08-05 13:31:43
9000183,20001,30023,2025-04-28,BUY,9.324035,263.328072,1.007016,USD,2025-04-28 16:57:30
9000184,20014,30011,2025-08-16,SELL,8.773256,119.098365,0.694763,USD,2025-08-16 14:31:07
9000185,20010,30032,2025-08-25,SELL,0.585835,328.579315,0.397031,USD,2025-08-25 17:40:24
9000186,20010,30010,2025-06-15,BUY,39.395225,113.6477,0.952971,USD,2025-06-15 10:10:09
9000187,20001,30018,2025-07-19,BUY,31.703571,122.349638,0.641985,USD,2025-07-19 12:20:43
9000188,20003,30021,2025-05-19,SELL,60.648312,444.902661,1.197806,USD,2025-05-19 13:07:45
9000189,20008,30007,2025-06-17,SELL,78.788909,219.517531,0.93394,USD,2025-06-17 12:26:49
9000190,20003,30023,2025-04-15,BUY,59.730479,259.482682,0.653012,USD,2025-04-15 11:53:18
9000191,20007,30029,2025-02-16,SELL,0.104442,47292.169861,0.824672,USD,2025-02-16 09:43:04
9000192,20003,30001,2025-05-01,BUY,25.563385,192.65727,1.57181,USD,2025-05-01 13:45:38
9000193,20011,30027,2025-03-24,BUY,1.413139,200.719079,0.450571,USD,2025-03-24 10:52:56
9000194,20004,30011,2025-09-17,SELL,10.85241,136.993,0.0,USD,2025-09-17 12:19:09
9000195,20008,30035,2025-06-20,BUY,1.157695,111.354258,0.0,USD,2025-06-20 17:44:19
9000196,20001,30007,2025-01-21,BUY,18.809662,215.781759,1.212411,USD,2025-01-21 12:03:55
9000197,20014,30024,2025-06-28,BUY,26.446532,56.462553,0.30536,USD,2025-06-28 16:44:11
9000198,20014,30031,2026-01-08,BUY,0.203634,99.11516,0.864438,USD,2026-01-08 15:32:17
9000199,20004,30028,2025-09-25,SELL,14.704926,45.740094,0.955698,USD,2025-09-25 19:14:05
9000200,20014,30011,2026-01-11,BUY,29.6166,163.380764,1.244051,USD,2026-01-11 10:02:12
9000201,20011,30030,2025-09-28,BUY,0.471723,2807.515245,0.591611,USD,2025-09-28 13:19:48
9000202,20005,30010,2025-07-28,BUY,35.511206,113.884136,2.240576,USD,2025-07-28 17:35:05
9000203,20009,30031,2025-04-11,SELL,0.164406,90.996461,1.248516,USD,2025-04-11 16:09:15
9000204,20006,30031,2025-05-03,SELL,0.513323,89.101105,0.660947,USD,2025-05-03 19:19:17
9000205,20010,30021,2025-08-01,BUY,19.70596,470.080443,1.245902,USD,2025-08-01 16:14:47
9000206,20007,30021,2025-06-20,BUY,78.52247,535.149667,0.356574,USD,2025-06-20 10:04:02
9000207,20007,30026,2025-11-18,BUY,28.611003,79.830401,0.485786,USD,2025-11-18 15:21:54
9000208,20001,30017,2025-06-18,BUY,6.345801,120.967769,1.485174,USD,2025-06-18 14:48:16
9000209,20002,30006,2025-08-03,SELL,53.470845,334.877596,0.859404,USD,2025-08-03 11:38:21
9000210,20012,30024,2025-11-07,SELL,63.115978,56.972039,0.958783,USD,2025-11-07 15:20:19
9000211,20010,30004,2025-08-19,BUY,13.767965,168.544458,2.107816,USD,2025-08-19 09:01:24
9000212,20008,30003,2025-03-02,BUY,52.885628,685.21909,0.996222,USD,2025-03-02 17:58:49
9000213,20011,30019,2025-08-02,SELL,23.683899,120.220756,1.2538,USD,2025-08-02 13:07:54
9000214,20009,30015,2025-09-12,BUY,63.667647,146.639959,0.40755,USD,2025-09-12 15:15:02
9000215,20013,30003,2025-10-27,BUY,71.625187,695.132782,0.331414,USD,2025-10-27 12:29:05
9000216,20014,30019,2025-02-18,BUY,79.084863,117.489058,1.79967,USD,2025-02-18 15:52:20
9000217,20014,30013,2025-06-28,BUY,13.816439,128.69977,1.022907,USD,2025-06-28 09:03:24
9000218,20004,30034,2025-06-20,BUY,43.050676,99.217732,1.41751,USD,2025-06-20 12:37:49
9000219,20006,30019,2025-03-18,BUY,37.281951,125.193783,0.936182,USD,2025-03-18 11:11:27
9000220,20014,30026,2025-10-21,BUY,34.189379,59.691646,0.678636,USD,2025-10-21 10:40:50
9000221,20002,30011,2025-10-23,SELL,38.231686,140.421918,1.026565,USD,2025-10-23 12:15:33
9000222,20002,30035,2025-09-22,BUY,12.131798,109.391042,0.818767,USD,2025-09-22 16:54:22
9000223,20003,30004,2025-11-16,BUY,75.126081,183.552722,1.245441,USD,2025-11-16 11:59:12
9000224,20002,30033,2025-05-31,SELL,0.273763,0.613349,1.105095,USD,2025-05-31 14:13:35
9000225,20005,30008,2025-07-26,BUY,59.452426,120.788505,0.844697,USD,2025-07-26 17:18:45
9000226,20003,30003,2025-10-19,SELL,66.522179,756.610598,1.760187,USD,2025-10-19 11:46:51
9000227,20014,30017,2025-10-30,BUY,66.13825,107.661968,1.458927,USD,2025-10-30 19:03:27
9000228,20008,30002,2026-01-13,BUY,67.214023,555.627477,2.577021,USD,2026-01-13 11:10:45
9000229,20002,30021,2025-09-29,SELL,39.581596,430.648503,1.127111,USD,2025-09-29 17:03:34
9000230,20001,30034,2025-08-21,SELL,17.699969,115.624507,0.923044,USD,2025-08-21 12:28:21
9000231,20008,30021,2025-11-20,BUY,54.437683,545.724552,0.746083,USD,2025-11-20 11:21:43
9000232,20002,30024,2025-06-28,BUY,1.230762,57.615491,0.849151,USD,2025-06-28 14:25:26
9000233,20008,30019,2026-01-14,SELL,16.491719,117.385305,0.0,USD,2026-01-14 16:48:12
9000234,20013,30008,2025-03-01,SELL,35.644541,121.43903,0.0,USD,2025-03-01 18:42:53
9000235,20014,30009,2025-12-27,BUY,28.272628,117.525587,1.753205,USD,2025-12-27 19:45:18
9000236,20011,30013,2025-05-24,BUY,33.470665,117.437442,0.0,USD,2025-05-24 16:52:44
9000237,20012,30033,2025-11-14,SELL,0.03393,0.724775,0.736103,USD,2025-11-14 12:29:32
9000238,20004,30018,2025-06-13,BUY,32.934939,133.714991,1.079744,USD,2025-06-13 11:14:40
9000239,20007,30002,2025-10-29,SELL,1.800364,463.855528,1.49575,USD,2025-10-29 17:38:27
9000240,20003,30020,2025-06-21,SELL,79.309795,133.358475,1.081809,USD,2025-06-21 10:16:40
9000241,20014,30012,2025-09-09,BUY,10.71726,121.815479,0.0,USD,2025-09-09 15:23:56
9000242,20006,30028,2025-10-21,SELL,22.755113,56.001452,0.478169,USD,2025-10-21 13:37:57
9000243,20014,30034,2025-11-01,SELL,29.527739,83.97304,1.913038,USD,2025-11-01 12:59:32
9000244,20008,30034,2025-06-22,BUY,2.24694,90.027057,0.69889,USD,2025-06-22 10:27:34
9000245,20011,30031,2025-05-23,BUY,0.352331,99.195568,0.343276,USD,2025-05-23 09:44:49
9000246,20005,30030,2025-12-27,BUY,0.033008,2774.325718,1.286481,USD,2025-12-27 14:42:26
9000247,20010,30006,2025-11-28,BUY,67.002939,330.07465,0.01737,USD,2025-11-28 11:22:05
9000248,20004,30018,2025-08-06,SELL,27.890581,105.3101,0.0,USD,2025-08-06 12:04:36
9000249,20009,30013,2025-06-28,BUY,29.138666,127.971789,1.379979,USD,2025-06-28 18:48:20
9000250,20014,30021,2025-11-13,SELL,47.05577,507.503175,1.116386,USD,2025-11-13 11:12:46
9000251,20002,30011,2025-10-17,SELL,63.60919,109.345612,2.203195,USD,2025-10-17 16:27:04
9000252,20001,30019,2025-03-22,BUY,37.218848,112.997509,1.799512,USD,2025-03-22 14:20:53
9000253,20011,30028,2025-01-22,SELL,75.579325,44.428845,0.912768,USD,2025-01-22 12:31:05
9000254,20007,30011,2025-08-21,BUY,29.619179,118.023407,1.131194,USD,2025-08-21 09:50:52
9000255,20014,30027,2025-04-09,BUY,64.720558,211.947733,1.114143,USD,2025-04-09 16:51:44
9000256,20001,30017,2025-08-30,SELL,50.500808,130.321366,0.0,USD,2025-08-30 15:15:49
9000257,20006,30029,2025-08-19,SELL,0.186643,45306.344607,1.801772,USD,2025-08-19 16:34:55
9000258,20014,30030,2025-11-16,SELL,0.383415,2529.455324,0.75047,USD,2025-11-16 13:12:39
9000259,20008,30005,2025-07-24,SELL,49.474725,167.420414,0.981435,USD,2025-07-24 12:29:30
9000260,20006,30011,2026-01-07,BUY,56.122746,121.331821,2.316305,USD,2026-01-07 11:58:37
9000261,20002,30017,2025-06-28,SELL,6.759245,124.289771,0.0,USD,2025-06-28 10:38:02
9000262,20008,30023,2025-05-17,BUY,38.638522,236.209504,1.443353,USD,2025-05-17 09:16:40
9000263,20014,30013,2025-02-07,BUY,15.839585,119.786464,1.474561,USD,2025-02-07 18:09:35
9000264,20008,30020,2025-06-26,BUY,24.952331,120.395094,0.847965,USD,2025-06-26 14:29:03
9000265,20013,30023,2025-10-08,BUY,11.572441,209.418127,0.633138,USD,2025-10-08 09:14:56
9000266,20001,30029,2025-06-20,SELL,0.354127,48998.996791,1.146348,USD,2025-06-20 16:40:05
